customer_id,age,income_band,loyalty_tier,city,customer_value_factor,frequency,total_units,monetary,average_order_value,average_discount,cluster,segment
C0738,33,Medium,Silver,Kozhikode,1.0,68,236,4947122.45,72751.80073529412,0.01788235294117647,2,High Value
C0739,52,Low,Bronze,Kozhikode,0.765,76,246,5239715.0,68943.61842105263,0.025710526315789472,2,High Value
C0740,60,Medium,Bronze,Malappuram,0.9,67,238,4535045.7,67687.24925373135,0.00891044776119403,2,High Value
C0741,56,Medium,Bronze,Kozhikode,0.9,86,301,6036557.8,70192.53255813953,0.014930232558139534,0,VIP
C0742,53,Medium,Silver,Malappuram,1.0,58,184,3444190.73,59382.59879310345,0.0073965517241379305,1,Low Value
C0743,47,High,Silver,Malappuram,1.35,79,270,6290078.72,79621.24962025316,0.02450632911392405,0,VIP
C0744,30,High,Bronze,Kozhikode,1.215,65,199,4112572.94,63270.35292307692,0.022061538461538462,1,Low Value
C0745,55,Medium,Gold,Thrissur,1.15,59,207,4147586.16,70298.07050847459,0.016864406779661018,2,High Value
C0746,35,Medium,Platinum,Kozhikode,1.3,71,244,4428611.92,62374.81577464788,0.02467605633802817,2,High Value
C0747,43,Medium,Bronze,Thrissur,0.9,64,217,5646799.53,88231.24265625,0.0194375,2,High Value
C0748,32,High,Platinum,Kozhikode,1.755,71,233,4730192.71,66622.43253521126,0.015929577464788732,2,High Value
C0749,32,Medium,Bronze,Kannur,0.9,73,256,5242241.54,71811.52794520548,0.020794520547945207,2,High Value
C0750,25,High,Platinum,Kozhikode,1.755,81,254,5199173.89,64187.33197530864,0.015543209876543208,0,VIP
C0751,63,Low,Platinum,Kochi,1.105,71,236,4953623.21,69769.34098591549,0.011647887323943661,2,High Value
C0752,24,High,Bronze,Kochi,1.215,82,250,5384500.91,65664.64524390244,0.014670731707317074,0,VIP
C0753,22,Low,Gold,Kannur,0.9775,59,218,4037824.16,68437.69762711864,0.011440677966101695,2,High Value
C0754,61,Low,Platinum,Kannur,1.105,70,255,4156510.84,59378.726285714285,0.020628571428571427,3,Regular
C0755,44,Medium,Gold,Kozhikode,1.15,70,278,4616131.43,65944.7347142857,0.011928571428571427,3,Regular
C0756,38,Low,Platinum,Thrissur,1.105,64,221,4091673.19,63932.39359375,0.01509375,2,High Value
C0757,52,Low,Silver,Malappuram,0.85,83,280,5162380.61,62197.356746987956,0.011903614457831325,0,VIP
C0758,36,Low,Bronze,Kochi,0.765,74,241,4684475.07,63303.71716216217,0.009648648648648648,3,Regular
C0759,24,Medium,Gold,Malappuram,1.15,61,204,4525951.9,74195.93278688526,0.01959016393442623,2,High Value
C0760,52,Medium,Silver,Thrissur,1.0,60,231,4073290.97,67888.18283333334,0.01135,2,High Value
C0761,26,Low,Silver,Kannur,0.85,82,305,5105901.17,62267.08743902439,0.009853658536585366,0,VIP
C0762,43,Medium,Silver,Kannur,1.0,75,259,4972450.41,66299.3388,0.012986666666666667,0,VIP
C0763,62,High,Silver,Kochi,1.35,76,251,4488911.4,59064.62368421053,0.004184210526315789,3,Regular
C0764,61,Low,Bronze,Kozhikode,0.765,54,210,2392414.77,44303.977222222224,0.010444444444444445,1,Low Value
C0765,34,Low,Gold,Malappuram,0.9775,71,240,4841656.59,68192.34633802816,0.008661971830985915,2,High Value
C0766,54,High,Bronze,Kochi,1.215,74,296,5075107.62,68582.5354054054,0.011405405405405406,0,VIP
C0767,46,High,Gold,Malappuram,1.5525,87,344,5127567.73,58937.560114942535,0.01614942528735632,0,VIP
C0768,40,Medium,Gold,Kochi,1.15,64,218,2974079.21,46469.98765625,0.0111875,1,Low Value
C0769,24,High,Silver,Kochi,1.35,77,267,3961160.91,51443.648181818186,0.022662337662337665,3,Regular
C0770,35,Low,Silver,Kochi,0.85,69,254,4250936.48,61607.77507246377,0.01972463768115942,2,High Value
C0771,48,Medium,Bronze,Kozhikode,0.9,67,244,4094888.39,61117.7371641791,0.020597014925373133,1,Low Value
C0772,64,Medium,Platinum,Thrissur,1.3,72,243,5309400.16,73741.66888888889,0.008444444444444444,2,High Value
C0773,18,Medium,Gold,Kochi,1.15,86,320,4087816.81,47532.75360465117,0.012965116279069768,3,Regular
C0774,51,Medium,Bronze,Kannur,0.9,71,266,4922537.26,69331.51070422535,0.029281690140845074,2,High Value
C0775,57,Medium,Bronze,Kozhikode,0.9,75,251,4189376.56,55858.354133333334,0.01496,3,Regular
C0776,62,Medium,Bronze,Kochi,0.9,67,241,3625288.42,54108.7823880597,0.017791044776119404,1,Low Value
C0777,37,Medium,Silver,Kozhikode,1.0,70,255,4569059.89,65272.28414285714,0.018857142857142857,2,High Value
C0778,23,Medium,Platinum,Thrissur,1.3,82,282,4861589.81,59287.68060975609,0.020939024390243904,3,Regular
C0779,30,Low,Gold,Kochi,0.9775,57,191,3548992.2,62263.02105263158,0.01750877192982456,1,Low Value
C0780,57,Low,Bronze,Kochi,0.765,64,238,4265602.19,66650.03421875,0.02003125,2,High Value
C0781,59,Medium,Gold,Kannur,1.15,59,207,3581169.48,60697.787796610166,0.006322033898305084,1,Low Value
C0782,47,Low,Bronze,Malappuram,0.765,75,244,5041246.85,67216.62466666666,0.015533333333333333,2,High Value
C0783,23,Low,Gold,Kozhikode,0.9775,73,267,4721102.95,64672.64315068493,0.013972602739726028,3,Regular
C0784,23,Low,Bronze,Thrissur,0.765,71,241,4968923.59,69984.83929577464,0.01788732394366197,2,High Value
C0785,40,Low,Silver,Kannur,0.85,79,294,5267652.7,66679.14810126582,0.015531645569620254,0,VIP
C0786,45,High,Platinum,Kozhikode,1.755,79,297,4178497.38,52892.37189873418,0.01081012658227848,3,Regular
C0787,19,Medium,Bronze,Malappuram,0.9,70,238,3835272.7199999997,54789.61028571428,0.01635714285714286,1,Low Value
C0788,50,High,Silver,Kochi,1.35,77,321,4484627.57,58241.9164935065,0.019363636363636364,3,Regular
C0789,43,Low,Platinum,Kozhikode,1.105,64,243,3144157.45,49127.46015625,0.010531249999999999,1,Low Value
C0790,18,Medium,Bronze,Malappuram,0.9,66,246,3623720.47,54904.855606060606,0.016393939393939395,1,Low Value
C0791,22,Medium,Bronze,Kochi,0.9,67,250,4837482.69,72201.23417910449,0.015253731343283582,2,High Value
C0792,39,Medium,Silver,Kannur,1.0,77,239,6648081.08,86338.71532467533,0.00983116883116883,0,VIP
C0793,51,High,Bronze,Kannur,1.215,80,273,4809926.12,60124.0765,0.0224875,3,Regular
C0794,56,High,Bronze,Kozhikode,1.215,75,254,5724464.6899999995,76326.19586666666,0.018013333333333333,0,VIP
C0795,38,High,Silver,Kozhikode,1.35,76,267,4472837.27,58853.1219736842,0.022039473684210525,3,Regular
C0796,31,Low,Gold,Kochi,0.9775,68,251,4673138.87,68722.63044117647,0.02210294117647059,2,High Value
C0797,63,Low,Bronze,Malappuram,0.765,80,274,5607720.87,70096.510875,0.0174375,0,VIP
C0798,39,Medium,Bronze,Kochi,0.9,70,265,4924787.32,70354.10457142857,0.02387142857142857,2,High Value
C0799,32,Medium,Gold,Kozhikode,1.15,56,195,3847079.16,68697.84214285715,0.019321428571428573,1,Low Value
C0800,38,Medium,Silver,Malappuram,1.0,72,257,4836030.28,67167.08722222222,0.01976388888888889,2,High Value
